x-axis,1,2
second,Volt,Volt
-0.00100006377656,1.59284,0.0362186
-0.000999063776562,1.63304,0.0442588
-0.000998063776562,1.63304,0.0362186
-0.000997063776562,1.67324,0.0362186
-0.000996063776562,1.67324,0.0442588
-0.000995063776562,1.67324,0.0442588
-0.000994063776562,1.71344,0.0362186
-0.000993063776562,1.63304,0.0362186
-0.000992063776562,1.67324,0.0442588
-0.000991063776562,1.67324,0.0362186
-0.000990063776562,1.67324,0.0362186
-0.000989063776562,1.67324,0.0281784
-0.000988063776562,1.71344,0.0281784
-0.000987063776562,1.67324,0.0362186
-0.000986063776562,1.67324,0.0362186
-0.000985063776562,1.71344,0.0281784
-0.000984063776562,1.71344,0.0362186
-0.000983063776562,1.71344,0.0281784
-0.000982063776562,1.71344,0.0362186
-0.000981063776562,1.71344,0.0442588
-0.000980063776562,1.67324,0.0281784
-0.000979063776562,1.71344,0.0362186
-0.000978063776562,1.71344,0.0442588
-0.000977063776562,1.71344,0.0442588
-0.000976063776562,1.67324,0.052299
-0.000975063776562,1.71344,0.052299
-0.000974063776562,1.75364,0.052299
-0.000973063776562,1.71344,0.0603392
-0.000972063776562,1.75364,0.0603392
-0.000971063776562,1.75364,0.0603392
-0.000970063776562,1.71344,0.0764196
-0.000969063776562,1.71344,0.0764196
-0.000968063776562,1.75364,0.0764196
-0.000967063776562,1.75364,0.0844598
-0.000966063776562,1.75364,0.0764196
-0.000965063776562,1.75364,0.0925
-0.000964063776562,1.75364,0.10054
-0.000963063776562,1.75364,0.0844598
-0.000962063776562,1.79384,0.0925
-0.000961063776562,1.75364,0.10858
-0.000960063776562,1.75364,0.10054
-0.000959063776562,1.75364,0.10858
-0.000958063776562,1.75364,0.124661
-0.000957063776562,1.75364,0.124661
-0.000956063776562,1.79384,0.124661
-0.000955063776562,1.79384,0.132701
-0.000954063776562,1.75364,0.140741
-0.000953063776562,1.79384,0.132701
-0.000952063776562,1.79384,0.148781
-0.000951063776562,1.75364,0.148781
-0.000950063776562,1.79384,0.156822
-0.000949063776562,1.79384,0.164862
-0.000948063776562,1.79384,0.164862
-0.000947063776562,1.83405,0.172902
-0.000946063776562,1.79384,0.180942
-0.000945063776562,1.83405,0.180942
-0.000944063776562,1.79384,0.188982
-0.000943063776562,1.83405,0.188982
-0.000942063776562,1.83405,0.205063
-0.000941063776562,1.87425,0.188982
-0.000940063776562,1.83405,0.205063
-0.000939063776562,1.83405,0.205063
-0.000938063776562,1.83405,0.221143
-0.000937063776562,1.87425,0.213103
-0.000936063776562,1.87425,0.221143
